Provider_ID,Name,Type,Address,City,Contact,Food_ID,Food_Name,Quantity,Expiry_Date,Provider_Type,Location,Food_Type,Meal_Type
498,"Jones, Ortega and Rubio",Grocery Store,"61516 Villarreal Lights
South Ashleymouth, OH 60424",East Craig,(993)551-7736x1457,662,Soup,47,2025-03-30,Grocery Store,East Craig,Vegan,Snacks
498,"Jones, Ortega and Rubio",Grocery Store,"61516 Villarreal Lights
South Ashleymouth, OH 60424",East Craig,(993)551-7736x1457,671,Salad,49,2025-03-24,Grocery Store,East Craig,Vegetarian,Breakfast
499,Blankenship-Lewis,Catering Service,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,440,Pasta,34,2025-03-21,Catering Service,Jonathanstad,Vegan,Lunch
499,Blankenship-Lewis,Catering Service,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,487,Fruits,43,2025-03-18,Catering Service,Jonathanstad,Vegetarian,Dinner
499,Blankenship-Lewis,Catering Service,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,680,Dairy,47,2025-03-23,Catering Service,Jonathanstad,Non-Vegetarian,Snacks
501,Davis-Kennedy,Grocery Store,"609 Jackson Cliffs
Lake Johnside, ID 47134",Jordanhaven,598-048-5675,582,Soup,44,2025-03-20,Grocery Store,Jordanhaven,Vegetarian,Snacks
501,Davis-Kennedy,Grocery Store,"609 Jackson Cliffs
Lake Johnside, ID 47134",Jordanhaven,598-048-5675,856,Rice,44,2025-03-23,Grocery Store,Jordanhaven,Vegetarian,Snacks
503,Abbott-Robinson,Restaurant,"PSC 1306, Box 2371
APO AA 44403",Joseville,449-700-6900x46176,885,Rice,44,2025-03-22,Restaurant,Joseville,Vegan,Lunch
504,Small Ltd,Catering Service,"85125 Deanna Garden
New Sherry, IL 97694",Gaineschester,1943075475,69,Bread,47,2025-03-16,Catering Service,Gaineschester,Vegetarian,Snacks
504,Small Ltd,Catering Service,"85125 Deanna Garden
New Sherry, IL 97694",Gaineschester,1943075475,868,Soup,4,2025-03-22,Catering Service,Gaineschester,Non-Vegetarian,Snacks
505,"Sutton, Day and Brooks",Restaurant,"PSC 0203, Box 6449
APO AA 03081",Chelseaside,+1-651-831-7090,600,Rice,39,2025-03-24,Restaurant,Chelseaside,Non-Vegetarian,Snacks
507,Rojas-Cook,Grocery Store,"397 Ruth Track
South Alyssa, NE 98089",Lake Diane,+1-019-312-8887x18286,498,Rice,28,2025-03-16,Grocery Store,Lake Diane,Non-Vegetarian,Snacks
507,Rojas-Cook,Grocery Store,"397 Ruth Track
South Alyssa, NE 98089",Lake Diane,+1-019-312-8887x18286,617,Soup,27,2025-03-18,Grocery Store,Lake Diane,Vegetarian,Lunch
508,"Goodwin, Acosta and Chan",Restaurant,"81662 Lawrence Mountains Apt. 545
Sarahstad, ND 47525",Walkerfurt,001-076-856-9568x65782,191,Salad,13,2025-03-22,Restaurant,Walkerfurt,Vegan,Lunch
509,Roth-Mathews,Grocery Store,"Unit 2793 Box 6632
DPO AP 04112",Cordovaborough,(032)688-9162,773,Fish,40,2025-03-20,Grocery Store,Cordovaborough,Vegetarian,Dinner
511,Mitchell PLC,Grocery Store,"1968 Todd Via Apt. 855
South Melissa, MN 02718",Port Davidshire,001-534-826-6584,461,Pasta,10,2025-03-19,Grocery Store,Port Davidshire,Vegetarian,Dinner
512,Taylor-Lyons,Grocery Store,"816 Jackson Union
West Matthew, NM 60621",Port Timothystad,001-846-553-1363,339,Pasta,40,2025-03-29,Grocery Store,Port Timothystad,Non-Vegetarian,Dinner
513,"Cruz, Murphy and Santos",Catering Service,"7859 Derek Center Apt. 703
Lake Yvonne, AR 23556",West Larry,001-070-676-6757,811,Salad,19,2025-03-27,Catering Service,West Larry,Non-Vegetarian,Dinner
514,Roy-Hancock,Supermarket,"203 Dawn Ridge
Loganshire, SC 01665",Maxwellburgh,(186)046-9157,50,Salad,28,2025-03-23,Supermarket,Maxwellburgh,Vegetarian,Dinner
514,Roy-Hancock,Supermarket,"203 Dawn Ridge
Loganshire, SC 01665",Maxwellburgh,(186)046-9157,585,Rice,3,2025-03-26,Supermarket,Maxwellburgh,Vegetarian,Breakfast
514,Roy-Hancock,Supermarket,"203 Dawn Ridge
Loganshire, SC 01665",Maxwellburgh,(186)046-9157,977,Vegetables,12,2025-03-19,Supermarket,Maxwellburgh,Vegan,Dinner
515,"Bowers, Gonzalez and Simmons",Restaurant,"096 Jonathan Unions Suite 804
South Angelaburgh, NM 97882",Snyderton,+1-401-191-5365x80259,593,Soup,2,2025-03-23,Restaurant,Snyderton,Vegan,Lunch
515,"Bowers, Gonzalez and Simmons",Restaurant,"096 Jonathan Unions Suite 804
South Angelaburgh, NM 97882",Snyderton,+1-401-191-5365x80259,843,Fruits,46,2025-03-24,Restaurant,Snyderton,Vegetarian,Dinner
516,"Raymond, Kelly and Yates",Catering Service,"8919 Natasha Tunnel
Jacksonburgh, MO 07674",New Aaronberg,(590)421-4384,851,Fruits,35,2025-03-18,Catering Service,New Aaronberg,Non-Vegetarian,Snacks
517,Porter Inc,Grocery Store,"459 Allen Valleys
Hoside, WV 99671",Wadeville,888.141.3309x17466,480,Pasta,25,2025-03-24,Grocery Store,Wadeville,Non-Vegetarian,Lunch
517,Porter Inc,Grocery Store,"459 Allen Valleys
Hoside, WV 99671",Wadeville,888.141.3309x17466,988,Soup,44,2025-03-24,Grocery Store,Wadeville,Vegan,Lunch
518,"Hill, Davis and Stewart",Grocery Store,"6315 Jonathan Views Suite 276
Jerryhaven, TX 90986",Anneville,+1-608-953-5542x841,564,Fish,29,2025-03-28,Grocery Store,Anneville,Non-Vegetarian,Lunch
518,"Hill, Davis and Stewart",Grocery Store,"6315 Jonathan Views Suite 276
Jerryhaven, TX 90986",Anneville,+1-608-953-5542x841,674,Vegetables,34,2025-03-17,Grocery Store,Anneville,Vegetarian,Lunch
518,"Hill, Davis and Stewart",Grocery Store,"6315 Jonathan Views Suite 276
Jerryhaven, TX 90986",Anneville,+1-608-953-5542x841,704,Chicken,43,2025-03-27,Grocery Store,Anneville,Non-Vegetarian,Lunch
519,"Smith, James and Alvarado",Restaurant,"1886 Warner Fall Apt. 545
New Codyport, LA 47509",Keithburgh,4873246566,973,Fruits,7,2025-03-16,Restaurant,Keithburgh,Non-Vegetarian,Breakfast
520,"Jackson, Miller and Porter",Catering Service,"8021 Erin Trafficway
New Jamesport, TX 78396",Port Andre,257-230-5531,62,Rice,21,2025-03-21,Catering Service,Port Andre,Non-Vegetarian,Breakfast
523,"Roberts, Howard and Bender",Restaurant,"67885 Avila Crossroad Suite 550
Anthonymouth, WY 53169",Lake Lorrainefort,+1-414-385-0073x51267,207,Salad,42,2025-03-23,Restaurant,Lake Lorrainefort,Vegetarian,Dinner
523,"Roberts, Howard and Bender",Restaurant,"67885 Avila Crossroad Suite 550
Anthonymouth, WY 53169",Lake Lorrainefort,+1-414-385-0073x51267,369,Fruits,23,2025-03-16,Restaurant,Lake Lorrainefort,Vegan,Breakfast
524,Torres Ltd,Grocery Store,"7676 Estes Harbor Suite 218
Brandonmouth, SC 41497",West Amandafurt,(283)833-1998,223,Bread,38,2025-03-17,Grocery Store,West Amandafurt,Vegan,Snacks
526,"Harrington, Jimenez and Carr",Supermarket,"7266 Alvarez Junctions Suite 564
New Robertfort, MT 85213",South Tylerstad,154-764-8062,543,Fruits,9,2025-03-26,Supermarket,South Tylerstad,Vegan,Dinner
527,"Moran, Mcmillan and Jones",Supermarket,"13859 Brandon Burg Suite 195
Jamesshire, KS 72927",Bonillahaven,001-261-466-0296x4350,488,Fish,22,2025-03-19,Supermarket,Bonillahaven,Vegetarian,Breakfast
528,Baird PLC,Supermarket,"10521 Jared Mill Suite 659
Mccormickhaven, MO 07533",Markport,001-930-122-6265x199,10,Rice,41,2025-03-20,Supermarket,Markport,Vegan,Dinner
528,Baird PLC,Supermarket,"10521 Jared Mill Suite 659
Mccormickhaven, MO 07533",Markport,001-930-122-6265x199,310,Rice,13,2025-03-20,Supermarket,Markport,Vegan,Dinner
528,Baird PLC,Supermarket,"10521 Jared Mill Suite 659
Mccormickhaven, MO 07533",Markport,001-930-122-6265x199,473,Chicken,19,2025-03-30,Supermarket,Markport,Vegetarian,Breakfast
530,"Spencer, Eaton and Young",Catering Service,"904 Freeman Lodge Suite 905
Lake Stephanieshire, NE 73215",Johnstonhaven,808.707.2502x64682,117,Soup,32,2025-03-21,Catering Service,Johnstonhaven,Non-Vegetarian,Snacks
531,Miller Ltd,Catering Service,"5262 Roy Village
Jonville, HI 04740",North Kylestad,(648)470-0469x880,834,Pasta,43,2025-03-18,Catering Service,North Kylestad,Vegetarian,Dinner
532,Johnson-Green,Grocery Store,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965,465,Rice,32,2025-03-19,Grocery Store,Darrylchester,Vegetarian,Snacks
532,Johnson-Green,Grocery Store,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965,841,Chicken,15,2025-03-25,Grocery Store,Darrylchester,Vegan,Lunch
533,"Daniel, Schroeder and Morse",Catering Service,"71684 Campbell Stravenue
Garrettside, HI 68372",Rogersmouth,+1-753-153-8390x0816,910,Salad,37,2025-03-19,Catering Service,Rogersmouth,Vegetarian,Breakfast
535,Hill PLC,Grocery Store,"8470 Brandon Extension
North Rhondastad, AK 50332",Valdezborough,+1-157-982-5008x743,31,Bread,42,2025-03-22,Grocery Store,Valdezborough,Non-Vegetarian,Snacks
536,Johnson-Farley,Restaurant,"721 Rivera Spurs
Moorebury, WV 76648",South Donald,(969)280-5722,688,Salad,6,2025-03-22,Restaurant,South Donald,Vegan,Snacks
537,Jones Group,Restaurant,"3828 Williams Lake
Brownshire, OR 72935",Callahanside,(104)313-7701x468,415,Vegetables,18,2025-03-23,Restaurant,Callahanside,Vegan,Breakfast
538,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,101,Dairy,35,2025-03-23,Restaurant,Jasonmouth,Non-Vegetarian,Dinner
538,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,173,Soup,17,2025-03-19,Restaurant,Jasonmouth,Vegan,Dinner
539,Smith-Thomas,Restaurant,"682 Samantha Ranch Apt. 661
East Patricia, NM 14216",Watsonton,962.444.4824x7142,891,Chicken,9,2025-03-18,Restaurant,Watsonton,Vegetarian,Lunch
540,Randall-Wagner,Catering Service,"9517 Adrienne Valleys Suite 015
South Jennifer, ME 25672",Henrychester,427.635.9668x1254,364,Fish,33,2025-03-22,Catering Service,Henrychester,Non-Vegetarian,Snacks
541,Lewis-Deleon,Catering Service,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,609,Bread,38,2025-03-23,Catering Service,West Karen,Vegetarian,Breakfast
547,"Walter, Gonzales and Potter",Restaurant,"77735 Parsons Underpass Apt. 969
Jillberg, NH 89270",Batesstad,2616749124,896,Vegetables,32,2025-03-18,Restaurant,Batesstad,Vegetarian,Snacks
548,"House, James and Miller",Supermarket,"52465 Danielle Forge Suite 949
Walterschester, CT 88915",Lisamouth,070-175-5725,840,Dairy,43,2025-03-16,Supermarket,Lisamouth,Vegan,Snacks
549,"Doyle, Clark and Campbell",Catering Service,"USS Howard
FPO AP 75180",East Deborah,205.237.3375,541,Vegetables,12,2025-03-29,Catering Service,East Deborah,Vegan,Dinner
550,"Phelps, Graham and Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,422,Soup,2,2025-03-20,Catering Service,Timothychester,Non-Vegetarian,Breakfast
550,"Phelps, Graham and Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,486,Chicken,9,2025-03-25,Catering Service,Timothychester,Vegan,Snacks
550,"Phelps, Graham and Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,532,Bread,50,2025-03-20,Catering Service,Timothychester,Non-Vegetarian,Breakfast
551,"Holland, Caldwell and Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,313,Fruits,3,2025-03-26,Restaurant,East Sandratown,Vegetarian,Snacks
551,"Holland, Caldwell and Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,544,Soup,36,2025-03-30,Restaurant,East Sandratown,Non-Vegetarian,Dinner
551,"Holland, Caldwell and Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,771,Chicken,9,2025-03-23,Restaurant,East Sandratown,Vegetarian,Dinner
552,"Schwartz, Holland and Mccarthy",Catering Service,"19727 Luke Wall
Jacquelinetown, ME 38666",Pearsonchester,001-486-894-6733x80522,496,Chicken,22,2025-03-28,Catering Service,Pearsonchester,Vegetarian,Dinner
554,Jackson Ltd,Restaurant,"325 Becker Pass
West Bobshire, MT 42103",Brandyberg,920-705-5617x44135,85,Pasta,28,2025-03-16,Restaurant,Brandyberg,Vegan,Lunch
554,Jackson Ltd,Restaurant,"325 Becker Pass
West Bobshire, MT 42103",Brandyberg,920-705-5617x44135,563,Pasta,37,2025-03-19,Restaurant,Brandyberg,Non-Vegetarian,Lunch
555,"Valencia, Floyd and Jordan",Grocery Store,"755 James Greens Apt. 111
South Thomaschester, MT 65536",South Brenda,864.386.4484x7247,672,Bread,2,2025-03-24,Grocery Store,South Brenda,Vegetarian,Snacks
556,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,224,Fruits,29,2025-03-19,Catering Service,Brittanyland,Non-Vegetarian,Snacks
556,"Reyes, Houston and Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,607,Vegetables,23,2025-03-20,Catering Service,Brittanyland,Vegetarian,Dinner
557,Smith PLC,Restaurant,"USNS Riley
FPO AA 59840",East Aaron,911-068-2655x53558,987,Dairy,6,2025-03-29,Restaurant,East Aaron,Vegetarian,Dinner
557,Smith PLC,Restaurant,"USNS Riley
FPO AA 59840",East Aaron,911-068-2655x53558,989,Bread,31,2025-03-19,Restaurant,East Aaron,Non-Vegetarian,Snacks
558,Beck Group,Catering Service,"0291 Williams Harbor Suite 127
Hooverchester, ID 89542",North Sharonberg,+1-153-394-0994,138,Soup,24,2025-03-18,Catering Service,North Sharonberg,Non-Vegetarian,Snacks
559,"Young, Moran and Morris",Catering Service,"0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,520,Fish,23,2025-03-25,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast
563,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,343,Bread,40,2025-03-27,Grocery Store,East Angela,Vegan,Snacks
563,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,490,Salad,3,2025-03-24,Grocery Store,East Angela,Non-Vegetarian,Snacks
563,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,597,Dairy,12,2025-03-20,Grocery Store,East Angela,Vegetarian,Lunch
563,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,693,Chicken,6,2025-03-24,Grocery Store,East Angela,Vegetarian,Dinner
563,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,849,Pasta,29,2025-03-21,Grocery Store,East Angela,Vegan,Breakfast
566,Cole-Stein,Catering Service,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748,782,Rice,49,2025-03-28,Catering Service,New Rachel,Non-Vegetarian,Snacks
567,Clark-Taylor,Catering Service,"32917 Lopez Coves Apt. 669
New Charles, PA 87343",Jonathanstad,3857327137,347,Chicken,45,2025-03-24,Catering Service,Jonathanstad,Vegetarian,Breakfast
569,Booker Ltd,Grocery Store,"1780 Crystal Turnpike Suite 052
South Brandi, OH 87518",South Russelltown,001-391-794-1009x585,375,Vegetables,15,2025-03-28,Grocery Store,South Russelltown,Vegan,Dinner
570,"Jones, Calderon and Finley",Supermarket,"213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,116,Soup,32,2025-03-23,Supermarket,Lake Vanessa,Vegetarian,Lunch
572,Shaw Group,Supermarket,"PSC 8369, Box 1372
APO AP 87487",Lake Cathy,+1-168-522-2184x289,321,Pasta,20,2025-03-18,Supermarket,Lake Cathy,Non-Vegetarian,Lunch
573,Nelson Ltd,Supermarket,"655 Debra Flats
South David, KY 13041",New Thomasmouth,(337)139-2882x85414,653,Soup,50,2025-03-25,Supermarket,New Thomasmouth,Non-Vegetarian,Breakfast
575,Martinez and Sons,Catering Service,"48185 Jasmine Villages
Zimmermanhaven, MN 53468",Johnport,5200035934,322,Chicken,12,2025-03-26,Catering Service,Johnport,Non-Vegetarian,Dinner
576,Townsend Inc,Catering Service,"39437 Alejandro Path Apt. 765
Olsonview, MS 29423",East Emilyburgh,001-820-820-2213x469,46,Pasta,25,2025-03-28,Catering Service,East Emilyburgh,Vegetarian,Breakfast
577,Taylor-Matthews,Catering Service,"073 Cathy Trail Apt. 793
Nelsonfurt, NY 98042",Lake Donna,864-725-3991x8612,66,Fish,6,2025-03-22,Catering Service,Lake Donna,Non-Vegetarian,Breakfast
577,Taylor-Matthews,Catering Service,"073 Cathy Trail Apt. 793
Nelsonfurt, NY 98042",Lake Donna,864-725-3991x8612,676,Soup,15,2025-03-23,Catering Service,Lake Donna,Non-Vegetarian,Dinner
578,Vega Ltd,Catering Service,"14352 Adkins Freeway Suite 515
South Katherineland, WV 05793",Port Carrie,829-056-6503x5701,604,Pasta,47,2025-03-27,Catering Service,Port Carrie,Vegan,Breakfast
582,Wilkerson and Sons,Grocery Store,"546 Krause Drive Suite 554
West Kristenborough, GA 43703",West Dannyland,337.240.9406,401,Soup,42,2025-03-18,Grocery Store,West Dannyland,Vegetarian,Lunch
583,Martin-Wright,Catering Service,"45525 Ronald Forks
Mauricestad, ID 75984",Marcstad,(870)723-3756x318,530,Soup,32,2025-03-27,Catering Service,Marcstad,Vegetarian,Breakfast
583,Martin-Wright,Catering Service,"45525 Ronald Forks
Mauricestad, ID 75984",Marcstad,(870)723-3756x318,918,Dairy,8,2025-03-29,Catering Service,Marcstad,Vegetarian,Breakfast
584,Sanders-Hale,Supermarket,"41546 Frank Islands
Lake Reginaldberg, AR 06319",Moralesside,+1-625-938-4941x95891,102,Rice,35,2025-03-19,Supermarket,Moralesside,Vegetarian,Snacks
584,Sanders-Hale,Supermarket,"41546 Frank Islands
Lake Reginaldberg, AR 06319",Moralesside,+1-625-938-4941x95891,979,Pasta,43,2025-03-16,Supermarket,Moralesside,Vegetarian,Lunch
585,Warren Group,Grocery Store,"1956 Moreno Plains Apt. 468
Trevorfort, LA 26796",Port Donnaton,756-246-6838x5142,419,Rice,26,2025-03-19,Grocery Store,Port Donnaton,Vegetarian,Breakfast
587,"Davis, Cruz and Schaefer",Restaurant,"6913 Duarte Points Apt. 445
Ramosside, IL 10904",Lake George,4142908031,823,Chicken,27,2025-03-21,Restaurant,Lake George,Vegan,Lunch
589,"Boyd, Padilla and Simpson",Restaurant,"95686 Franco Mountains Suite 475
North Larry, WI 78578",Morganhaven,694-875-6150,266,Soup,30,2025-03-23,Restaurant,Morganhaven,Vegetarian,Lunch
590,Adams-Young,Grocery Store,"11551 Lisa Rapids
Lesterhaven, IA 88565",Richchester,+1-483-651-5816,584,Salad,16,2025-03-30,Grocery Store,Richchester,Non-Vegetarian,Snacks
591,Miller Inc,Grocery Store,"338 Robertson Crossing
Monicaborough, AK 65253",New Leslieport,954-049-4239,942,Rice,44,2025-03-30,Grocery Store,New Leslieport,Vegan,Dinner
592,Chan PLC,Restaurant,"27777 Stephanie Plains
Jasonhaven, RI 35762",North Brendaborough,001-777-423-2427x587,613,Bread,42,2025-03-20,Restaurant,North Brendaborough,Vegetarian,Dinner
593,"Spencer, Gibson and Arias",Grocery Store,"04212 Gonzalez Shoals Suite 814
Stephenton, MO 69807",Tammyside,525.724.0172x690,399,Chicken,16,2025-03-29,Grocery Store,Tammyside,Vegetarian,Lunch
595,Knox and Sons,Grocery Store,"PSC 6513, Box 7743
APO AP 22827",Port Matthew,967.217.8511x139,269,Soup,36,2025-03-28,Grocery Store,Port Matthew,Non-Vegetarian,Snacks
596,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,230,Fruits,17,2025-03-16,Restaurant,Zimmermanville,Vegetarian,Breakfast
596,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,249,Salad,39,2025-03-28,Restaurant,Zimmermanville,Vegan,Breakfast
596,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,855,Salad,28,2025-03-25,Restaurant,Zimmermanville,Vegetarian,Lunch
599,Gomez LLC,Restaurant,"388 Zuniga Trail Suite 934
Jodiburgh, DC 27839",Carlborough,087-853-4529x913,392,Soup,34,2025-03-19,Restaurant,Carlborough,Vegan,Dinner
600,Green LLC,Catering Service,"898 Michael Mall
East Randy, RI 35381",Meganshire,659-948-4636,157,Chicken,37,2025-03-20,Catering Service,Meganshire,Vegan,Breakfast
601,Owens-Johnson,Catering Service,"1058 Kimberly Locks
Port Emily, IL 57473",Port Troychester,(051)220-5307x61376,179,Bread,11,2025-03-27,Catering Service,Port Troychester,Vegetarian,Breakfast
602,Cole LLC,Grocery Store,"USS Zhang
FPO AP 50279",North Destiny,001-078-379-8075x2377,65,Fruits,45,2025-03-26,Grocery Store,North Destiny,Non-Vegetarian,Breakfast
602,Cole LLC,Grocery Store,"USS Zhang
FPO AP 50279",North Destiny,001-078-379-8075x2377,155,Fruits,20,2025-03-20,Grocery Store,North Destiny,Vegan,Dinner
606,"Freeman, Decker and Johnson",Grocery Store,"6294 Gregory Throughway Suite 517
West Marychester, NM 35832",North Nathan,290-849-5446x412,28,Chicken,5,2025-03-22,Grocery Store,North Nathan,Vegan,Dinner
608,Love-Montgomery,Grocery Store,"36635 Lang Fords Apt. 863
South James, FL 70248",Collinsmouth,164-269-8070,935,Vegetables,24,2025-03-25,Grocery Store,Collinsmouth,Vegetarian,Dinner
609,Torres-Dunlap,Restaurant,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473,772,Salad,37,2025-03-23,Restaurant,South Christopherborough,Vegan,Lunch
609,Torres-Dunlap,Restaurant,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473,801,Chicken,50,2025-03-18,Restaurant,South Christopherborough,Vegan,Lunch
610,"Kelly, Cummings and Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,232,Soup,19,2025-03-28,Supermarket,Allenton,Vegan,Lunch
610,"Kelly, Cummings and Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,367,Vegetables,38,2025-03-29,Supermarket,Allenton,Non-Vegetarian,Snacks
610,"Kelly, Cummings and Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,813,Fish,33,2025-03-23,Supermarket,Allenton,Vegetarian,Breakfast
611,Williams-Manning,Supermarket,"99495 Cook Fork Apt. 475
North David, WA 68629",Port Kendraborough,001-050-248-0430x1092,32,Rice,27,2025-03-21,Supermarket,Port Kendraborough,Non-Vegetarian,Lunch
613,Cross and Sons,Grocery Store,"0635 Kathy Mountain Suite 592
Griffithville, CT 03000",Petersonburgh,2499148837,750,Bread,17,2025-03-25,Grocery Store,Petersonburgh,Non-Vegetarian,Breakfast
614,"Morris, Mcpherson and Edwards",Supermarket,"2570 Frost Green Apt. 854
West Rachel, MA 88616",Robertshire,526.766.1952x181,384,Fish,14,2025-03-26,Supermarket,Robertshire,Vegan,Snacks
616,Moore-Flowers,Restaurant,"57451 Davis Port Apt. 531
East John, CT 19104",Clarkberg,(256)326-8681x6129,30,Soup,4,2025-03-16,Restaurant,Clarkberg,Vegetarian,Dinner
616,Moore-Flowers,Restaurant,"57451 Davis Port Apt. 531
East John, CT 19104",Clarkberg,(256)326-8681x6129,332,Rice,12,2025-03-21,Restaurant,Clarkberg,Vegetarian,Dinner
616,Moore-Flowers,Restaurant,"57451 Davis Port Apt. 531
East John, CT 19104",Clarkberg,(256)326-8681x6129,681,Bread,28,2025-03-27,Restaurant,Clarkberg,Non-Vegetarian,Breakfast
619,"Hopkins, Mora and Green",Grocery Store,"036 Valerie Land
Garzashire, WI 83113",North Katelynland,001-965-519-2456x24569,147,Vegetables,47,2025-03-30,Grocery Store,North Katelynland,Non-Vegetarian,Breakfast
619,"Hopkins, Mora and Green",Grocery Store,"036 Valerie Land
Garzashire, WI 83113",North Katelynland,001-965-519-2456x24569,950,Pasta,3,2025-03-27,Grocery Store,North Katelynland,Vegetarian,Snacks
621,Chan Group,Supermarket,"5632 Katie Forks Suite 162
West Markfurt, AR 19503",Sarahland,+1-119-104-8140x852,14,Bread,19,2025-03-30,Supermarket,Sarahland,Vegetarian,Dinner
621,Chan Group,Supermarket,"5632 Katie Forks Suite 162
West Markfurt, AR 19503",Sarahland,+1-119-104-8140x852,238,Vegetables,2,2025-03-27,Supermarket,Sarahland,Vegetarian,Breakfast
623,Williams Inc,Supermarket,"8908 Rich Road
Marvinfurt, MT 26167",Latoyaberg,(031)347-8261,113,Soup,14,2025-03-16,Supermarket,Latoyaberg,Vegetarian,Breakfast
625,Whitney-Fields,Grocery Store,"643 Morgan Rapids Apt. 181
Lake Susan, RI 01256",East Lisa,399-479-4880x0272,707,Soup,29,2025-03-22,Grocery Store,East Lisa,Vegetarian,Dinner
626,Trevino Ltd,Supermarket,"5019 Johnson Extensions Suite 914
Harrismouth, KS 80788",Heathermouth,022.305.4697x8681,956,Chicken,39,2025-03-30,Supermarket,Heathermouth,Vegan,Snacks
630,Mathews-Harrison,Catering Service,"2849 Harris Views
Suarezberg, AZ 03015",West Matthew,278.410.3369x739,455,Pasta,17,2025-03-27,Catering Service,West Matthew,Vegan,Dinner
631,"Mueller, Savage and Hudson",Supermarket,"959 Joseph Square Apt. 513
Lake Jennifer, IL 84011",North Kevinhaven,(995)505-1664,82,Vegetables,26,2025-03-23,Supermarket,North Kevinhaven,Non-Vegetarian,Snacks
631,"Mueller, Savage and Hudson",Supermarket,"959 Joseph Square Apt. 513
Lake Jennifer, IL 84011",North Kevinhaven,(995)505-1664,549,Rice,34,2025-03-23,Supermarket,North Kevinhaven,Non-Vegetarian,Breakfast
632,"Oliver, Ross and Johnson",Supermarket,"24971 Stephanie Manors Suite 735
East Jessemouth, SD 28563",Davidville,001-179-898-4092,98,Salad,26,2025-03-29,Supermarket,Davidville,Vegetarian,Breakfast
632,"Oliver, Ross and Johnson",Supermarket,"24971 Stephanie Manors Suite 735
East Jessemouth, SD 28563",Davidville,001-179-898-4092,625,Rice,7,2025-03-22,Supermarket,Davidville,Vegan,Breakfast
632,"Oliver, Ross and Johnson",Supermarket,"24971 Stephanie Manors Suite 735
East Jessemouth, SD 28563",Davidville,001-179-898-4092,711,Pasta,25,2025-03-17,Supermarket,Davidville,Vegan,Breakfast
